text_id,category,source_text,target_text,target_lang,quality_score,fluency_score,adequacy_score,contains_worldview_term,text_length,quality_grade,category_encoded,target_lang_encoded,quality_encoded
SYN0060,quest,[합성 텍스트 60],[Synthetic 60],zh,0.72,0.698,1.0,0,85,acceptable,5,2,0
SYN0061,notice,[합성 텍스트 61],[Synthetic 61],en,0.658,0.886,0.901,0,98,needs_review,4,0,3
SYN0061,notice,[합성 텍스트 61],[Synthetic 61],ja,0.794,0.925,0.901,0,98,acceptable,4,1,0
SYN0061,notice,[합성 텍스트 61],[Synthetic 61],zh,0.824,0.864,0.877,0,98,good,4,2,2
SYN0062,quest,[합성 텍스트 62],[Synthetic 62],en,0.694,0.672,0.985,0,37,needs_review,5,0,3
SYN0062,quest,[합성 텍스트 62],[Synthetic 62],ja,0.923,0.936,0.87,0,37,excellent,5,1,1
SYN0062,quest,[합성 텍스트 62],[Synthetic 62],zh,0.885,0.801,0.866,0,37,good,5,2,2
SYN0063,quest,[합성 텍스트 63],[Synthetic 63],en,0.756,0.67,0.846,0,70,acceptable,5,0,0
SYN0063,quest,[합성 텍스트 63],[Synthetic 63],ja,0.742,0.98,0.922,0,70,acceptable,5,1,0
SYN0063,quest,[합성 텍스트 63],[Synthetic 63],zh,0.751,0.825,0.854,0,70,acceptable,5,2,0
SYN0064,dialog,[합성 텍스트 64],[Synthetic 64],en,0.735,0.725,0.75,0,55,acceptable,2,0,0
SYN0064,dialog,[합성 텍스트 64],[Synthetic 64],ja,0.801,0.839,0.707,0,55,good,2,1,2
SYN0064,dialog,[합성 텍스트 64],[Synthetic 64],zh,0.738,0.9,0.935,0,55,acceptable,2,2,0
SYN0065,achievement,[합성 텍스트 65],[Synthetic 65],en,0.665,0.692,0.878,0,88,needs_review,1,0,3
SYN0065,achievement,[합성 텍스트 65],[Synthetic 65],ja,0.788,0.929,0.938,0,88,acceptable,1,1,0
SYN0065,achievement,[합성 텍스트 65],[Synthetic 65],zh,0.737,0.676,0.824,0,88,acceptable,1,2,0
SYN0066,notice,[합성 텍스트 66],[Synthetic 66],en,0.692,0.825,0.81,0,53,needs_review,4,0,3
SYN0066,notice,[합성 텍스트 66],[Synthetic 66],ja,0.687,0.831,0.818,0,53,needs_review,4,1,3
SYN0066,notice,[합성 텍스트 66],[Synthetic 66],zh,0.774,0.827,0.759,0,53,acceptable,4,2,0
SYN0067,skill,[합성 텍스트 67],[Synthetic 67],en,0.634,0.588,0.701,0,21,needs_review,6,0,3
SYN0067,skill,[합성 텍스트 67],[Synthetic 67],ja,0.753,0.803,0.841,0,21,acceptable,6,1,0
SYN0067,skill,[합성 텍스트 67],[Synthetic 67],zh,0.871,0.533,0.882,0,21,good,6,2,2
SYN0068,notice,[합성 텍스트 68],[Synthetic 68],en,0.712,0.725,0.778,0,59,acceptable,4,0,0
SYN0068,notice,[합성 텍스트 68],[Synthetic 68],ja,0.717,0.943,0.997,0,59,acceptable,4,1,0
SYN0068,notice,[합성 텍스트 68],[Synthetic 68],zh,0.716,0.991,0.853,0,59,acceptable,4,2,0
SYN0069,achievement,[합성 텍스트 69],[Synthetic 69],en,0.713,0.837,1.0,1,73,acceptable,1,0,0
SYN0069,achievement,[합성 텍스트 69],[Synthetic 69],ja,0.785,0.729,0.928,1,73,acceptable,1,1,0
SYN0069,achievement,[합성 텍스트 69],[Synthetic 69],zh,0.664,0.751,0.923,1,73,needs_review,1,2,3
SYN0070,skill,[합성 텍스트 70],[Synthetic 70],en,0.751,0.834,0.884,0,40,acceptable,6,0,0
SYN0070,skill,[합성 텍스트 70],[Synthetic 70],ja,0.556,0.867,0.771,0,40,needs_review,6,1,3
SYN0070,skill,[합성 텍스트 70],[Synthetic 70],zh,0.606,0.794,0.857,0,40,needs_review,6,2,3
SYN0071,skill,[합성 텍스트 71],[Synthetic 71],en,0.616,0.759,0.803,0,31,needs_review,6,0,3
SYN0071,skill,[합성 텍스트 71],[Synthetic 71],ja,0.745,0.828,0.769,0,31,acceptable,6,1,0
SYN0071,skill,[합성 텍스트 71],[Synthetic 71],zh,0.822,0.806,0.699,0,31,good,6,2,2
SYN0072,notice,[합성 텍스트 72],[Synthetic 72],en,0.728,0.79,0.848,0,15,acceptable,4,0,0
SYN0072,notice,[합성 텍스트 72],[Synthetic 72],ja,0.773,0.895,0.761,0,15,acceptable,4,1,0
SYN0072,notice,[합성 텍스트 72],[Synthetic 72],zh,0.633,0.691,0.873,0,15,needs_review,4,2,3
SYN0073,notice,[합성 텍스트 73],[Synthetic 73],en,0.5,0.63,0.783,0,33,needs_review,4,0,3
SYN0073,notice,[합성 텍스트 73],[Synthetic 73],ja,0.694,0.759,0.853,0,33,needs_review,4,1,3
SYN0073,notice,[합성 텍스트 73],[Synthetic 73],zh,0.719,0.905,0.796,0,33,acceptable,4,2,0
SYN0074,item,[합성 텍스트 74],[Synthetic 74],en,0.646,0.839,0.858,0,74,needs_review,3,0,3
SYN0074,item,[합성 텍스트 74],[Synthetic 74],ja,0.785,0.959,0.8,0,74,acceptable,3,1,0
SYN0074,item,[합성 텍스트 74],[Synthetic 74],zh,1.0,0.777,0.748,0,74,excellent,3,2,1
SYN0075,dialog,[합성 텍스트 75],[Synthetic 75],en,0.625,0.84,0.894,1,30,needs_review,2,0,3
SYN0075,dialog,[합성 텍스트 75],[Synthetic 75],ja,0.638,0.899,0.943,1,30,needs_review,2,1,3
SYN0075,dialog,[합성 텍스트 75],[Synthetic 75],zh,0.844,0.853,0.959,1,30,good,2,2,2
SYN0076,skill,[합성 텍스트 76],[Synthetic 76],en,0.663,0.812,0.804,0,28,needs_review,6,0,3
SYN0076,skill,[합성 텍스트 76],[Synthetic 76],ja,0.733,0.988,0.836,0,28,acceptable,6,1,0
SYN0076,skill,[합성 텍스트 76],[Synthetic 76],zh,0.791,0.777,0.856,0,28,acceptable,6,2,0
SYN0077,skill,[합성 텍스트 77],[Synthetic 77],en,0.817,0.965,0.875,1,16,good,6,0,2
SYN0077,skill,[합성 텍스트 77],[Synthetic 77],ja,0.759,0.685,0.843,1,16,acceptable,6,1,0
SYN0077,skill,[합성 텍스트 77],[Synthetic 77],zh,0.794,0.887,0.867,1,16,acceptable,6,2,0
SYN0078,UI,[합성 텍스트 78],[Synthetic 78],en,0.92,0.829,0.822,0,35,excellent,0,0,1
SYN0078,UI,[합성 텍스트 78],[Synthetic 78],ja,0.834,0.507,0.881,0,35,good,0,1,2
SYN0078,UI,[합성 텍스트 78],[Synthetic 78],zh,0.435,0.628,0.886,0,35,needs_review,0,2,3
SYN0079,achievement,[합성 텍스트 79],[Synthetic 79],en,0.679,0.937,0.811,0,92,needs_review,1,0,3
SYN0079,achievement,[합성 텍스트 79],[Synthetic 79],ja,0.974,0.8,0.883,0,92,excellent,1,1,1
SYN0079,achievement,[합성 텍스트 79],[Synthetic 79],zh,0.912,0.813,0.77,0,92,excellent,1,2,1
SYN0080,skill,[합성 텍스트 80],[Synthetic 80],en,0.614,0.774,0.791,0,65,needs_review,6,0,3
SYN0080,skill,[합성 텍스트 80],[Synthetic 80],ja,0.842,0.803,0.827,0,65,good,6,1,2
SYN0080,skill,[합성 텍스트 80],[Synthetic 80],zh,0.739,0.822,0.899,0,65,acceptable,6,2,0
SYN0081,quest,[합성 텍스트 81],[Synthetic 81],en,0.81,0.759,0.737,1,35,good,5,0,2
SYN0081,quest,[합성 텍스트 81],[Synthetic 81],ja,0.744,0.846,0.728,1,35,acceptable,5,1,0
SYN0081,quest,[합성 텍스트 81],[Synthetic 81],zh,0.723,0.874,0.88,1,35,acceptable,5,2,0
SYN0082,item,[합성 텍스트 82],[Synthetic 82],en,0.833,0.77,0.811,0,8,good,3,0,2
SYN0082,item,[합성 텍스트 82],[Synthetic 82],ja,0.887,0.948,0.994,0,8,good,3,1,2
SYN0082,item,[합성 텍스트 82],[Synthetic 82],zh,0.931,0.789,0.878,0,8,excellent,3,2,1
SYN0083,story,[합성 텍스트 83],[Synthetic 83],en,0.763,0.882,0.845,0,73,acceptable,7,0,0
SYN0083,story,[합성 텍스트 83],[Synthetic 83],ja,0.677,0.759,0.901,0,73,needs_review,7,1,3
SYN0083,story,[합성 텍스트 83],[Synthetic 83],zh,0.75,0.834,0.904,0,73,acceptable,7,2,0
SYN0084,story,[합성 텍스트 84],[Synthetic 84],en,0.788,0.677,0.965,0,67,acceptable,7,0,0
SYN0084,story,[합성 텍스트 84],[Synthetic 84],ja,0.7,0.634,0.766,0,67,acceptable,7,1,0
SYN0084,story,[합성 텍스트 84],[Synthetic 84],zh,0.648,0.805,0.828,0,67,needs_review,7,2,3
SYN0085,achievement,[합성 텍스트 85],[Synthetic 85],en,0.784,0.832,0.883,0,18,acceptable,1,0,0
SYN0085,achievement,[합성 텍스트 85],[Synthetic 85],ja,0.812,0.589,0.821,0,18,good,1,1,2
SYN0085,achievement,[합성 텍스트 85],[Synthetic 85],zh,0.532,0.804,0.85,0,18,needs_review,1,2,3
SYN0086,UI,[합성 텍스트 86],[Synthetic 86],en,0.77,0.75,0.889,1,35,acceptable,0,0,0
SYN0086,UI,[합성 텍스트 86],[Synthetic 86],ja,0.697,0.8,0.929,1,35,needs_review,0,1,3
SYN0086,UI,[합성 텍스트 86],[Synthetic 86],zh,0.694,0.881,0.904,1,35,needs_review,0,2,3
SYN0087,skill,[합성 텍스트 87],[Synthetic 87],en,0.82,0.81,0.789,0,35,good,6,0,2
SYN0087,skill,[합성 텍스트 87],[Synthetic 87],ja,0.664,0.746,0.893,0,35,needs_review,6,1,3
SYN0087,skill,[합성 텍스트 87],[Synthetic 87],zh,0.654,0.844,0.751,0,35,needs_review,6,2,3
SYN0088,notice,[합성 텍스트 88],[Synthetic 88],en,0.945,0.662,0.968,1,77,excellent,4,0,1
SYN0088,notice,[합성 텍스트 88],[Synthetic 88],ja,0.715,0.841,0.859,1,77,acceptable,4,1,0
SYN0088,notice,[합성 텍스트 88],[Synthetic 88],zh,0.744,0.785,0.966,1,77,acceptable,4,2,0
SYN0089,quest,[합성 텍스트 89],[Synthetic 89],en,0.636,0.794,0.764,1,82,needs_review,5,0,3
SYN0089,quest,[합성 텍스트 89],[Synthetic 89],ja,0.746,0.945,0.844,1,82,acceptable,5,1,0
SYN0089,quest,[합성 텍스트 89],[Synthetic 89],zh,0.68,0.689,0.832,1,82,needs_review,5,2,3
SYN0090,dialog,[합성 텍스트 90],[Synthetic 90],en,0.773,0.932,1.0,0,99,acceptable,2,0,0
SYN0090,dialog,[합성 텍스트 90],[Synthetic 90],ja,0.691,0.944,0.87,0,99,needs_review,2,1,3
SYN0090,dialog,[합성 텍스트 90],[Synthetic 90],zh,0.735,0.843,0.855,0,99,acceptable,2,2,0
SYN0091,dialog,[합성 텍스트 91],[Synthetic 91],en,0.61,0.646,0.902,0,89,needs_review,2,0,3
SYN0091,dialog,[합성 텍스트 91],[Synthetic 91],ja,0.722,0.74,0.851,0,89,acceptable,2,1,0
SYN0091,dialog,[합성 텍스트 91],[Synthetic 91],zh,0.829,0.818,0.798,0,89,good,2,2,2
SYN0092,UI,[합성 텍스트 92],[Synthetic 92],en,0.958,0.849,0.928,0,99,excellent,0,0,1
SYN0092,UI,[합성 텍스트 92],[Synthetic 92],ja,0.924,0.913,0.899,0,99,excellent,0,1,1
SYN0092,UI,[합성 텍스트 92],[Synthetic 92],zh,0.86,0.852,0.762,0,99,good,0,2,2
SYN0093,skill,[합성 텍스트 93],[Synthetic 93],en,0.621,0.93,0.917,1,79,needs_review,6,0,3
SYN0093,skill,[합성 텍스트 93],[Synthetic 93],ja,0.849,0.773,0.758,1,79,good,6,1,2
SYN0093,skill,[합성 텍스트 93],[Synthetic 93],zh,0.676,0.81,0.856,1,79,needs_review,6,2,3
SYN0094,notice,[합성 텍스트 94],[Synthetic 94],en,0.785,0.701,0.886,0,14,acceptable,4,0,0
SYN0094,notice,[합성 텍스트 94],[Synthetic 94],ja,0.75,0.725,0.831,0,14,acceptable,4,1,0
SYN0094,notice,[합성 텍스트 94],[Synthetic 94],zh,0.732,0.773,0.992,0,14,acceptable,4,2,0
SYN0095,skill,[합성 텍스트 95],[Synthetic 95],en,0.54,0.711,0.829,0,20,needs_review,6,0,3
SYN0095,skill,[합성 텍스트 95],[Synthetic 95],ja,0.681,0.938,0.837,0,20,needs_review,6,1,3
SYN0095,skill,[합성 텍스트 95],[Synthetic 95],zh,0.879,0.806,0.853,0,20,good,6,2,2
SYN0096,story,[합성 텍스트 96],[Synthetic 96],en,0.872,0.568,0.69,1,52,good,7,0,2
SYN0096,story,[합성 텍스트 96],[Synthetic 96],ja,0.646,0.801,0.905,1,52,needs_review,7,1,3
SYN0096,story,[합성 텍스트 96],[Synthetic 96],zh,0.747,0.762,0.932,1,52,acceptable,7,2,0
SYN0097,UI,[합성 텍스트 97],[Synthetic 97],en,0.896,0.827,0.805,0,83,good,0,0,2
SYN0097,UI,[합성 텍스트 97],[Synthetic 97],ja,0.87,0.811,0.85,0,83,good,0,1,2
SYN0097,UI,[합성 텍스트 97],[Synthetic 97],zh,0.947,0.555,0.737,0,83,excellent,0,2,1
SYN0098,item,[합성 텍스트 98],[Synthetic 98],en,0.775,0.649,0.771,0,25,acceptable,3,0,0
SYN0098,item,[합성 텍스트 98],[Synthetic 98],ja,0.714,1.0,0.994,0,25,acceptable,3,1,0
SYN0098,item,[합성 텍스트 98],[Synthetic 98],zh,0.759,0.764,0.758,0,25,acceptable,3,2,0
SYN0099,skill,[합성 텍스트 99],[Synthetic 99],en,0.65,0.792,0.722,0,51,needs_review,6,0,3
SYN0099,skill,[합성 텍스트 99],[Synthetic 99],ja,0.674,0.815,0.879,0,51,needs_review,6,1,3
SYN0099,skill,[합성 텍스트 99],[Synthetic 99],zh,0.792,0.668,0.918,0,51,acceptable,6,2,0
SYN0100,quest,[합성 텍스트 100],[Synthetic 100],en,0.749,0.662,0.825,0,69,acceptable,5,0,0
SYN0100,quest,[합성 텍스트 100],[Synthetic 100],ja,0.787,0.861,0.839,0,69,acceptable,5,1,0
SYN0100,quest,[합성 텍스트 100],[Synthetic 100],zh,0.903,0.901,0.829,0,69,excellent,5,2,1
SYN0101,dialog,[합성 텍스트 101],[Synthetic 101],en,0.946,0.677,0.776,0,10,excellent,2,0,1
SYN0101,dialog,[합성 텍스트 101],[Synthetic 101],ja,0.898,0.694,0.744,0,10,good,2,1,2
SYN0101,dialog,[합성 텍스트 101],[Synthetic 101],zh,0.701,0.842,0.842,0,10,acceptable,2,2,0
SYN0102,quest,[합성 텍스트 102],[Synthetic 102],en,0.679,0.712,1.0,0,86,needs_review,5,0,3
SYN0102,quest,[합성 텍스트 102],[Synthetic 102],ja,0.78,0.889,0.811,0,86,acceptable,5,1,0
SYN0102,quest,[합성 텍스트 102],[Synthetic 102],zh,0.731,0.729,0.638,0,86,acceptable,5,2,0
SYN0103,achievement,[합성 텍스트 103],[Synthetic 103],en,0.525,0.68,0.956,0,15,needs_review,1,0,3
SYN0103,achievement,[합성 텍스트 103],[Synthetic 103],ja,0.746,0.929,0.883,0,15,acceptable,1,1,0
SYN0103,achievement,[합성 텍스트 103],[Synthetic 103],zh,0.828,0.71,0.892,0,15,good,1,2,2
SYN0104,UI,[합성 텍스트 104],[Synthetic 104],en,0.806,0.857,0.806,1,35,good,0,0,2
SYN0104,UI,[합성 텍스트 104],[Synthetic 104],ja,0.638,0.682,0.857,1,35,needs_review,0,1,3
SYN0104,UI,[합성 텍스트 104],[Synthetic 104],zh,0.783,0.721,0.852,1,35,acceptable,0,2,0
SYN0105,quest,[합성 텍스트 105],[Synthetic 105],en,0.905,0.928,0.77,0,35,excellent,5,0,1
SYN0105,quest,[합성 텍스트 105],[Synthetic 105],ja,0.918,0.747,0.934,0,35,excellent,5,1,1
SYN0105,quest,[합성 텍스트 105],[Synthetic 105],zh,0.757,0.759,0.705,0,35,acceptable,5,2,0
SYN0106,quest,[합성 텍스트 106],[Synthetic 106],en,0.847,0.952,0.786,0,42,good,5,0,2
SYN0106,quest,[합성 텍스트 106],[Synthetic 106],ja,0.78,0.727,0.8,0,42,acceptable,5,1,0
SYN0106,quest,[합성 텍스트 106],[Synthetic 106],zh,0.827,0.796,0.989,0,42,good,5,2,2
SYN0107,skill,[합성 텍스트 107],[Synthetic 107],en,0.71,0.88,0.814,1,20,acceptable,6,0,0
SYN0107,skill,[합성 텍스트 107],[Synthetic 107],ja,0.695,0.788,0.783,1,20,needs_review,6,1,3
SYN0107,skill,[합성 텍스트 107],[Synthetic 107],zh,0.766,0.865,0.897,1,20,acceptable,6,2,0
SYN0108,notice,[합성 텍스트 108],[Synthetic 108],en,0.663,0.837,0.8,1,9,needs_review,4,0,3
SYN0108,notice,[합성 텍스트 108],[Synthetic 108],ja,0.702,0.74,0.98,1,9,acceptable,4,1,0
SYN0108,notice,[합성 텍스트 108],[Synthetic 108],zh,0.736,0.778,0.945,1,9,acceptable,4,2,0
SYN0109,story,[합성 텍스트 109],[Synthetic 109],en,0.83,0.806,0.87,0,85,good,7,0,2
SYN0109,story,[합성 텍스트 109],[Synthetic 109],ja,0.617,0.798,1.0,0,85,needs_review,7,1,3
SYN0109,story,[합성 텍스트 109],[Synthetic 109],zh,0.832,0.817,0.815,0,85,good,7,2,2
SYN0110,dialog,[합성 텍스트 110],[Synthetic 110],en,0.776,0.885,0.724,0,78,acceptable,2,0,0
SYN0110,dialog,[합성 텍스트 110],[Synthetic 110],ja,0.684,0.684,0.773,0,78,needs_review,2,1,3
SYN0110,dialog,[합성 텍스트 110],[Synthetic 110],zh,0.755,0.592,0.899,0,78,acceptable,2,2,0
SYN0111,item,[합성 텍스트 111],[Synthetic 111],en,0.552,0.7,0.949,0,50,needs_review,3,0,3
SYN0111,item,[합성 텍스트 111],[Synthetic 111],ja,0.522,0.765,0.756,0,50,needs_review,3,1,3
SYN0111,item,[합성 텍스트 111],[Synthetic 111],zh,0.88,0.732,0.882,0,50,good,3,2,2
SYN0112,quest,[합성 텍스트 112],[Synthetic 112],en,0.68,0.838,0.731,1,33,needs_review,5,0,3
SYN0112,quest,[합성 텍스트 112],[Synthetic 112],ja,0.819,0.724,0.805,1,33,good,5,1,2
SYN0112,quest,[합성 텍스트 112],[Synthetic 112],zh,0.698,0.644,0.868,1,33,needs_review,5,2,3
SYN0113,item,[합성 텍스트 113],[Synthetic 113],en,0.641,0.788,0.909,0,48,needs_review,3,0,3
SYN0113,item,[합성 텍스트 113],[Synthetic 113],ja,0.612,0.693,0.92,0,48,needs_review,3,1,3
SYN0113,item,[합성 텍스트 113],[Synthetic 113],zh,0.827,0.841,0.999,0,48,good,3,2,2
SYN0114,story,[합성 텍스트 114],[Synthetic 114],en,1.0,0.779,0.786,0,12,excellent,7,0,1
SYN0114,story,[합성 텍스트 114],[Synthetic 114],ja,0.793,0.844,0.808,0,12,acceptable,7,1,0
SYN0114,story,[합성 텍스트 114],[Synthetic 114],zh,0.647,1.0,0.876,0,12,needs_review,7,2,3
SYN0115,story,[합성 텍스트 115],[Synthetic 115],en,0.739,0.775,0.895,0,72,acceptable,7,0,0
SYN0115,story,[합성 텍스트 115],[Synthetic 115],ja,0.621,0.835,1.0,0,72,needs_review,7,1,3
SYN0115,story,[합성 텍스트 115],[Synthetic 115],zh,0.797,0.762,0.809,0,72,acceptable,7,2,0
SYN0116,achievement,[합성 텍스트 116],[Synthetic 116],en,0.712,0.892,0.711,0,58,acceptable,1,0,0
SYN0116,achievement,[합성 텍스트 116],[Synthetic 116],ja,0.836,0.762,0.88,0,58,good,1,1,2
SYN0116,achievement,[합성 텍스트 116],[Synthetic 116],zh,0.637,0.933,0.95,0,58,needs_review,1,2,3
SYN0117,story,[합성 텍스트 117],[Synthetic 117],en,0.783,0.84,0.722,1,72,acceptable,7,0,0
SYN0117,story,[합성 텍스트 117],[Synthetic 117],ja,0.698,0.836,0.894,1,72,needs_review,7,1,3
SYN0117,story,[합성 텍스트 117],[Synthetic 117],zh,0.718,0.829,0.968,1,72,acceptable,7,2,0
SYN0118,dialog,[합성 텍스트 118],[Synthetic 118],en,0.718,0.784,0.71,0,71,acceptable,2,0,0
SYN0118,dialog,[합성 텍스트 118],[Synthetic 118],ja,0.759,0.925,0.763,0,71,acceptable,2,1,0
SYN0118,dialog,[합성 텍스트 118],[Synthetic 118],zh,0.784,0.708,0.796,0,71,acceptable,2,2,0
SYN0119,achievement,[합성 텍스트 119],[Synthetic 119],en,0.796,0.613,0.999,0,63,acceptable,1,0,0
SYN0119,achievement,[합성 텍스트 119],[Synthetic 119],ja,0.81,0.782,0.896,0,63,good,1,1,2
SYN0119,achievement,[합성 텍스트 119],[Synthetic 119],zh,0.609,0.918,0.824,0,63,needs_review,1,2,3
SYN0120,skill,[합성 텍스트 120],[Synthetic 120],en,0.692,0.869,0.87,0,19,needs_review,6,0,3
SYN0120,skill,[합성 텍스트 120],[Synthetic 120],ja,0.815,0.799,0.891,0,19,good,6,1,2
SYN0120,skill,[합성 텍스트 120],[Synthetic 120],zh,0.708,1.0,0.725,0,19,acceptable,6,2,0
SYN0121,item,[합성 텍스트 121],[Synthetic 121],en,0.715,1.0,0.93,0,95,acceptable,3,0,0
SYN0121,item,[합성 텍스트 121],[Synthetic 121],ja,0.897,0.803,0.833,0,95,good,3,1,2
SYN0121,item,[합성 텍스트 121],[Synthetic 121],zh,0.779,0.839,0.962,0,95,acceptable,3,2,0
SYN0122,story,[합성 텍스트 122],[Synthetic 122],en,0.832,0.892,0.902,0,67,good,7,0,2
SYN0122,story,[합성 텍스트 122],[Synthetic 122],ja,0.825,0.773,0.776,0,67,good,7,1,2
SYN0122,story,[합성 텍스트 122],[Synthetic 122],zh,0.663,0.636,0.869,0,67,needs_review,7,2,3
SYN0123,UI,[합성 텍스트 123],[Synthetic 123],en,0.504,0.675,0.94,0,53,needs_review,0,0,3
SYN0123,UI,[합성 텍스트 123],[Synthetic 123],ja,0.734,0.836,0.739,0,53,acceptable,0,1,0
SYN0123,UI,[합성 텍스트 123],[Synthetic 123],zh,0.944,0.786,0.873,0,53,excellent,0,2,1
SYN0124,item,[합성 텍스트 124],[Synthetic 124],en,0.769,0.741,0.824,0,98,acceptable,3,0,0
SYN0124,item,[합성 텍스트 124],[Synthetic 124],ja,0.851,0.789,0.818,0,98,good,3,1,2
SYN0124,item,[합성 텍스트 124],[Synthetic 124],zh,0.947,0.789,1.0,0,98,excellent,3,2,1
SYN0125,achievement,[합성 텍스트 125],[Synthetic 125],en,0.786,0.896,0.792,0,64,acceptable,1,0,0
SYN0125,achievement,[합성 텍스트 125],[Synthetic 125],ja,0.665,0.846,0.929,0,64,needs_review,1,1,3
SYN0125,achievement,[합성 텍스트 125],[Synthetic 125],zh,0.754,0.671,0.741,0,64,acceptable,1,2,0
SYN0126,item,[합성 텍스트 126],[Synthetic 126],en,0.761,0.913,0.849,1,25,acceptable,3,0,0
SYN0126,item,[합성 텍스트 126],[Synthetic 126],ja,0.524,0.781,0.837,1,25,needs_review,3,1,3
SYN0126,item,[합성 텍스트 126],[Synthetic 126],zh,0.96,0.654,0.819,1,25,excellent,3,2,1
SYN0127,skill,[합성 텍스트 127],[Synthetic 127],en,0.806,0.811,0.876,0,23,good,6,0,2
SYN0127,skill,[합성 텍스트 127],[Synthetic 127],ja,0.828,0.719,0.92,0,23,good,6,1,2
SYN0127,skill,[합성 텍스트 127],[Synthetic 127],zh,0.613,0.833,0.864,0,23,needs_review,6,2,3
SYN0128,story,[합성 텍스트 128],[Synthetic 128],en,0.688,0.693,0.822,0,34,needs_review,7,0,3
SYN0128,story,[합성 텍스트 128],[Synthetic 128],ja,0.64,0.832,0.758,0,34,needs_review,7,1,3
SYN0128,story,[합성 텍스트 128],[Synthetic 128],zh,0.821,0.682,0.805,0,34,good,7,2,2
SYN0129,skill,[합성 텍스트 129],[Synthetic 129],en,0.783,0.779,0.89,0,27,acceptable,6,0,0
SYN0129,skill,[합성 텍스트 129],[Synthetic 129],ja,0.539,0.796,1.0,0,27,needs_review,6,1,3
SYN0129,skill,[합성 텍스트 129],[Synthetic 129],zh,0.763,0.807,0.894,0,27,acceptable,6,2,0
SYN0130,quest,[합성 텍스트 130],[Synthetic 130],en,0.582,0.821,0.793,0,33,needs_review,5,0,3
SYN0130,quest,[합성 텍스트 130],[Synthetic 130],ja,0.881,0.768,0.695,0,33,good,5,1,2
